title,address,district,city,description,area,bedroom,bathroom,price,price_change,house_direction,balcony_direction,legal_paper,furniture,coor
Vợ chồng em bán nhanh căn hộ chung cư 2 phòng ngủ - 76 m2 toà nhà Gold Season giá 4.5 tỷ 0988 246 ***,"['GoldSeason', '47', 'Đường Nguyễn Tuân', 'Phường Thanh Xuân Trung']",Thanh Xuân,Hà Nội,"Vợ chồng em cần bán nhanh căn hộ chung cư 2 phòng ngủ toà nhà Gold Season 47 Nguyễn Tuân.- Nhà 76m² ban công phòng khách rộng.- Nhà thiết kế 2 pn 2vs.- Giá 4,5 tỷ có thương lượng.LH 0988 246 *** xem nhà ngay.",76.0,2 phòng,2 phòng,4.5,34.3,,,,,20.9947719573975 105.806129455566
Siêu phẩm cho tổ ấm 160m2 căn hộ Văn Khê Hà Đông tặng full nội thất xịn tầng trung,"['Dự án Văn Khê', 'Đường Văn Khê', 'Phường La Khê']",Hà Đông,Hà Nội,"Tổ ấm đầy tâm huyết: Nhận nhà ở ngay.Căn hộ vuông vắn, 3 phòng ngủ, 1 phòng khách và bếp siêu rộng và 2wc.Tặng full nội thất: Gỗ hương và óc chó xịn, tranh đá Quý xuyên sáng kích thước lớn ở phòng khách giá trị và độc lạ nhất toà nhà, đồ trong nhà tất cả toàn đồ xịn xò (máy rửa bát Bosh seri 8 xịn nhất, tủ lạnh Hitachi Side by Side tráng gương siêu lớn, 4 điều hoà xịn, máy giặt sấy 17kg thoải mái giặt cả chăn lông to..Giá bán: 5 tỷ 250 triệu, có thương lượng.Liên hệ em Thanh: 0976 374 ***.""KH là trên hết, uy tín là số 1"".",160.0,3 phòng,2 phòng,5.25,49.4,,,Sổ đỏ/ Sổ hồng,Đầy đủ,20.972412109375 105.76152801513672
Cần bán nhanh căn hộ 3 phòng ngủ Park 08. Nội thất đầy đủ,"['Dự án Times City - Park Hill', 'Đường Minh Khai', 'Phường Vĩnh Tuy']",Hai Bà Trưng,Hà Nội,Cần bán nhanh căn hộ 3 phòng ngủ Park 8.Căn hộ có diện tích 119m².Thiết kế 3 phòng ngủ rộng.Nội thất đầy đủ mới tinh và đẹp.Giá 7.85 tỷ.Liên hệ Minh Đức: 0985 356 ***,119.0,3 phòng,2 phòng,7.85,27.8,,,Sổ đỏ/ Sổ hồng,Đầy đủ,20.9943332672119 105.867561340332
Những suất ngoại giao cuối cùng của dự án Handico Complex,"['Dự án Handico Complex', '33 Đường Lê Văn Lương', 'Phường Nhân Chính']",Thanh Xuân,Hà Nội,"Còn vài suất ngoại giao cuối cùng dự án Handico Complex 33 Lê Văn Lương.Dự án cuối cùng trên trục đường Lê Văn Lương.Bàn giao quý 2/2025, ký hợp đồng mua bán trong tháng 7 này.3 tầng hầm, 6 tầng TTTM, 228 căn hộ với 5 thang máy, mật độ cực thấp.Diện tích từ 70m² đến 95m².Pháp lý sổ hồng lâu dài. Mức giá tốt nhất thị trường.Booking nhận ưu đãi ngay.Call/Zalo/SMS: 0862 431 ***",70.0,2 phòng,2 phòng,,0.0,Tây - Bắc,Đông - Nam,Hợp đồng mua bán,Cơ bản,21.003387451171875 105.80245208740234
"Chính chủ bán nhanh CH dự án 17T6 Hoàng Đạo Thúy, 115m2, 2N2W, tầng trung sổ lâu dài. Giá chỉ 5,4tỷ","['Dự án Trung Hòa Nhân Chính', 'Phố Hoàng Đạo Thúy', 'Phường Trung Hòa']",Cầu Giấy,Hà Nội,"Chuyển xuống mặt đất nên gia đình em cần bán nhanh căn hộ dự án 17T6 Trung Hoà Nhân Chính.Căn tầng trung thoáng mát.Diện tích 115m² thông thủy.Thiết kế: 2 ngủ 2vs có thể sửa 3 ngủ dễ dàng.Sổ đỏ lâu dài.Hướng cửa Tây Nam, ban công Đông Bắc.Giá chỉ 5,4 tỷ có thương lượng.LH em Hiệu 0866 839 *** để xem nhà và chốt giá!",115.0,2 phòng,2 phòng,5.4,42.8,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,21.008365631103516 105.80290985107422
Chính chủ bán nhanh căn hộ chung cư 3 phòng ngủ 167m2 tòa Hei Tower giá chỉ 7 tỷ - Lh 0988 246 ***,"['Dự án Hei Tower Điện Lực', 'Phố Ngụy Như Kon Tum', 'Phường Nhân Chính']",Thanh Xuân,Hà Nội,Nhà em cần bán cực gấp nhà tại toà Hei Tower.Nhà diện tích 167m².Nhà thiết kế 4PN 2VS.Nội thất làm rất cẩn thận. Sổ đỏ chính chủ.Giá 7 tỷ có thương lượng cho khách nhiệt tình.Lh 0988 246 *** gặp em xem nhà ngay.,167.0,4 phòng,2 phòng,7.0,59.9,,,Sổ đỏ chính chủ.,Nội thất làm rất cẩn thận.,21.003246307373 105.805061340332
"Bán căn hộ Gold Season, 76m2 thiết kế 2 pn, tầng trung, BC: Đông Nam full nội thất đẹp giá 5tỷ","['Dự án GoldSeason', 'Đường Nguyễn Tuân', 'Phường Thanh Xuân Trung']",Thanh Xuân,Hà Nội,"Tôi bán căn hộ trục đẹp nhất tại Gold Season, căn duy nhất ban công hướng Đông Nam không bị chắn.Căn hộ diện tích: 76m² thiết kế 2 ngủ 2 vệ sinh.Tầng trung, để lại nội thất mới cho khách.Ban công: Đông Nam, cửa: Tây bắc.Giá 5tỷ.Liên hệ: 0922 893 ***",76.0,2 phòng,2 phòng,5.0,34.3,Tây - Bắc,Đông - Nam,Sổ đỏ/ Sổ hồng,Đầy đủ,20.99477195739746 105.8061294555664
Chính chủ bán CH 78m2 3PN - 2VS Full Nội Thất - nhà mới ting đẹp . Giá nhỉnh 3.x tỷ bao phí (x bé ),"['Dự án Mipec City View', 'Phường Kiến Hưng']",Hà Đông,Hà Nội,"Chính chủ bán CH 78m² 3PN - 2VS Full Nội Thất - nhà mới ting đẹp. Giá nhỉnh 3. X tỷ bao phí (x bé) Chung cư Mipec Kiến Hưng:Thiết kế 3 Phòng ngủ, 2 Vệ sinh. 2 ban công phòng khách rộng rãi.Nhà full nội thất - nhà mới ting đẹp.Giá bán: 3. X tỷ bao phí (x nhỏ xíu).Liên hệ xem nhà: 0838 551 ***",78.0,3 phòng,2 phòng,,40.7,Tây - Nam,Đông - Bắc,Sổ đỏ/ Sổ hồng,Đầy đủ,20.9525299072266 105.790313720703
"Căn hộ vip khu vực Đống Đa, 3 phòng ngủ + 1 phòng kho - 119m2. Nhận nhà ở ngay đẳng cấp thượng lưu","['Hateco Laroma', 'số 4A', 'Đường Huỳnh Thúc Kháng', 'Phường Láng Thượng']",Đống Đa,Hà Nội,"Hateco Laroma số 4A Huỳnh Thúc Kháng kéo dài, mặt đường 30m cắt ngang qua Chùa Láng.- Vị trí siêu nổi bật, trung tâm Quận Đống Đa, cạnh trường liên cấp Quốc Tế, cách đại học Ngoại Thương 300m.- Dự án duy nhất còn lại tại Quận Đống Đa, kết nối giao thông tới các khu vực trọng yếu của Hà Nội.- Ban công chính: Hướng Nam view đường Láng, Nguyễn Khang.Diện tích thông thuỷ: 119m².Phòng khách rộng: 47,01m.Phòng ngủ 1 (master): 18,12m.Phòng ngủ 2: 12,56m.Phòng ngủ 3: 10,57m.Phòng kho: 4,44m.- Giá 9.8 tỷ.- Căn hộ đẳng cấp hạng sang của khu vực.- Tặng 2 năm phí quản lý dịch vụ.- Chiết khấu thanh toán lên đến 5% GTCH.- Tặng gói quà tặng trị giá 115 triệu (trừ trực tiếp vào giá).* Nội thất: Full nội thất cao cấp nhà vệ sinh, bếp, điều hoà âm trần, nội thất đồ gỗ liền tường.* Tiện ích *: 6 tầng TTTM, Hầm rượu cao cấp, nhà hàng Á - âu, VP hạng A, gym, spa vip, trường quốc tế, bể bơi, bể sục, Café, sân chơi, quảng trường.Liên hệ để đến xem căn hộ: 0982 593 ***",119.0,4 phòng,3 phòng,9.8,14.0,,Nam,Sổ đỏ/ Sổ hồng,,21.0204162597656 105.807243347168
"Bán nhà cc đẹp phố Phan Đình Phùng. Tầng 2, 2 thoáng. 81m2 3PN 2WC để lại đồ KD, 35 tr/1th 3.85 tỷ","['Đường Phan Đình Phùng', 'Phường Đồng Xuân']",Hoàn Kiếm,Hà Nội,"Phố Phan Đình Phùng là con phố đẹp nhất HK. Quy hoạch chuẩn Pháp, vỉa hè 10m. 2 bên 2 hàng cây rợp bóng mát.Nhà nằm gần ngã ba Hàng Bún, Lý Nam Đế, Cửa Bắc.Xuống nhà là ra phố. Đi đâu tiện. Hồ Tây cách khoảng 1km. Hồ Gươm khoảng 600m. Tiện ích ngập tràn.Gia đình sửa lại mới để cho con gái KD làm homestay để và KD. Xây xong con gái đi Pháp nên gia đình bán. Rất nhiều đơn vị muốn thuê lại làm homestay 35 tr/1th.Gia đình không muốn thuê mà ảnh hưởng người mua.Nhà DT rất rộng 81 m² đủ 3PN 2 WC 1 bếp và PK rộng.Chất lượng sửa tốt dùng nhiều năm không sao.Sổ vuông vắn.Giá 3.85 tỷ để lại đồ.LH Mr Thiện gặp trực tiếp chủ nhà.Miễn TG.",81.0,3 phòng,2 phòng,3.85,,,,Sổ đỏ/ Sổ hồng,,21.040005 105.8477553
Căn vip! Cần bán căn hộ 2 ngủ diện tích 69.1m2 nội thất cao cấp. Tầng trung hướng ĐN Feliz Home,"['Dự án Feliz Homes', 'Phường Hoàng Văn Thụ']",Hoàng Mai,Hà Nội,"Cần bán căn hộ chung cư Feliz Home Hoàng Mai.Diện tích tim tường 69.1m².Diện tích thông thủy 66m².Thiết kế 2 ngủ, 2 vs.- Nội thất full như hình (ảnh thiết kế căn hộ trước khi hoàn thiện. Đã làm xong).- Pháp lý: Đã nộp HS làm sổ.- Liên hệ 0968 713 ***",69.1,2 phòng,2 phòng,3.96,40.8,Đông - Nam,,Đã nộp HS làm sổ.,,20.98483657836914 105.85985565185547
"Nhận nhà ở ngay chỉ từ 1 tỷ 200 triệu tại chung cư Moonlight 1, free 02 năm phí DV, HTLS 0% 24tháng","['Dự án Moonlight 1 - An Lạc Green Symphony', 'Xã An Khánh']",Hoài Đức,Hà Nội,"Nhận nhà ở ngay 2024.CC Moonlight 1 - KĐT An Lạc.Chỉ 3.x tỷ căn 2PN (66 - 68m²).Chỉ 4.x tỷ căn 2PN view hồ (72m²).---------Chiết khấu đến 9% GTCH.Miễn 02 năm phí QLVH bởi CBRE.Quà tặng nội thất đến 100tr (Trừ thẳng vào giá).Nhận nhà ở hoặc cho thuê nhận dòng tiền ngay.---------Bàn giao full nội thất liền tường cao cấp.Vốn chỉ từ 1.2tỷ (30%) nhận nhà ở ngay.Hỗ trợ lãi suất tới 70% GTCH - 0% LS trong 18 tháng.----Hưởng trọn tiện ích KĐT: 03 Công viên, 2 hồ Gym, Spa, quảng trường Nhạc nước, bể bơi 4 mùa, bể bơi ngoài trời, Clubhouse, trường Đoàn Thị Điểm cấp 1 - 2.---------Căn hộ cao cấp Moonlight 1 - Khu đô thị An Lạc Green Symphony.Đất Xanh Miền Bắc phân phối độc quyền!",66.0,2 phòng,2 phòng,,37.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,21.024394989013672 105.72908782958984
"Chính chỉ cần tiền bán gấp căn 1PN + , DT 41.9m2, tại Masteri West Heights Tây Mỗ, 2.7 tỷ","['Dự án Masteri West Heights', 'Phường Tây Mỗ']",Nam Từ Liêm,Hà Nội,"Tôi là chủ căn hộ 1PN + tại Masteri West Heights Tây Mỗ, Hà Nội cần bán gấp căn 1PN + để ra nước ngoài sinh sống.- Diện tích 41.9 m².- Giá: 2.7 tỷ.- View thoáng mát.Anh chị có nhu cầu liên hệ chủ nhà chị Linh 0398 334 ***",41.9,1 phòng,1 phòng,2.7,29.2,,,Hợp đồng mua bán.,Đầy đủ.,21.0062065124512 105.737075805664
"Căn đẹp giá tốt! 3PN view trực diện bể bơi, công viên thoáng mát, full nội thất nhập khẩu. LH ngay","['Dự án Masteri West Heights', 'Phường Tây Mỗ']",Nam Từ Liêm,Hà Nội.,"Căn 3PN cuối cùng đang có giá tốt nhất.- Diện tích 80,1m² thiết kế bếp có bàn đảo cực kỳ đẹp.- View bể bơi, công viên xanh mát, tầm view thoáng.- Full nội thất nhập khẩu cao cấp.- Giá 5,1 tỷ có thương lượng.Liên hệ xem nhà và nhận thông tin chi tiết: 0968 828 ***",80.1,3 phòng,2 phòng,5.1,29.2,,,Hợp đồng mua bán.,Đầy đủ. - Full nội thất nhập khẩu cao cấp.,21.006206512451172 105.73707580566406
Bán CHCC Home City. Căn hộ 71.5m2. Nhà hướng Nam thoáng sáng. Giá bán 4.6 tỷ. LH: 0936 031 ***,"['Dự án Home City - Trung Kính Complex', 'Phố Trung Kính', 'Phường Yên Hòa']",Cầu Giấy,Hà Nội,"Gia chủ chuyển nhà vào phố, cần Bán căn hộ chung cư Home City Trung Kính cạnh trường chuyên Cầu Giấy.Căn hộ 71.5m², thiết kế 2 phòng ngủ 2 vệ sinh.Gia chủ làm nội thất ở nên toàn đồ tốt, đẹp.Giá bán 4.6 tỷ.LH: A. Thịnh 0936 031 ***",71.5,2 phòng,2 phòng,4.6,22.4,Nam,,Sổ đỏ/ Sổ hồng,"Nội thất ở nên toàn đồ tốt, đẹp.",21.0160980224609 105.792488098145
"Chuyển công tác nên cần bán gấp căn 2N1VS, 60m2 full nội thất chỉ 2.19 tỷ tại Vinhomes Ocean Park","['Dự án Vinhomes Ocean Park Gia Lâm', 'Xã Dương Xá']",Gia Lâm,Hà Nội,"* Thông tin mô tả.- Diện tích: 60m².- Thiết kế: 2 Phòng ngủ, có đầy đủ ánh sáng, phòng khách + phòng bếp rộng, thông thoáng. 1WC và 2 lô gia rộng.- Giá bán gấp: 2.19 tỷ (Giá chưa bao gồm thuế phí sang tên).- Full nội thất.- Pháp lý: Sổ đỏ chính chủ lâu dài.----------------------------------* Tiện ích nội khu chuẩn quốc tế.+ Được hưởng free toàn bộ tiện ích: Bể bơi bốn mùa, ngoài trời, sân chơi trẻ em, sân thể thao bóng đá, bóng bàn, bóng rổ, cầu lông, tennis,...+ Cực kỳ thuận tiện cho các cháu bé đi học trong khu, dễ dàng đăng ký các suất học mới.+ Khu BBQ ngoài trời.+ Khu TTTM, nhà trẻ, gym, spa...+ Phòng lánh nạn, an ninh đảm bảo...* Khách quan tâm gọi ngay hoặc nhắn tin qua SĐT cho em ạ: 0984 678 ***xem nhà 24/7).",60.0,2 phòng,1 phòng,2.19,31.3,,,Sổ đỏ/ Sổ hồng.,Đầy đủ.,21.00241470336914 105.964111328125
"Độc quyền Studio và 1PN tòa BE2 tầng trung đẹp, có chiết khấu 5% Early Bird, đóng 10% ký hợp đồng","['Dự án The Beverly - Vinhomes Ocean Park', 'Xã Đa Tốn']",Gia Lâm,Hà Nội,"Đầu tư căn hộ cho thuê và chớp thời điểm Gia Lâm lên quận, quỹ căn đẹp, dòng tiền linh hoạt đang hết dần. Đầu tư Studio và 1PN chỉ với 160 triệu đến 230 triệu - Beverly Hill của chủ đầu tư Mitsubishi và Vinhomes.- Chiết khấu ngay 5% cho khách hàng + Chiết khấu thanh toán sớm dòng tiền 4,7%/năm.- Chỉ cần 10% ký HĐMB.- Thảnh thơi thanh toán:+ 2 tháng vào 3% hoặc 3 tháng vào 2% bằng vốn tự có.+ Vay 70%: Đóng 15% trong 2 năm đầu, Khi nhận nhà đóng nốt 15%, HTLS 0% tới 27 tháng.* Vị trí: Cực kỳ đắc địa khi nằm sát Quảng trường ga Metro số 8, cạnh tòa Văn phòng, kế cận với hàng loạt hệ thống trường học đa dạng, giao thông thuận tiện.Liên hệ hotline: 0949 989 *** để xem và báo giá căn Studio 30.7m² căn trục 17 và căn 1PN thông thủy 43.2m² trục 15.* Quỹ căn đầu tư có chiết khấu Early Bird căn 2PN chỉ từ 3.1 tỷ.* Căn hộ The Beverly - Vinhomes Ocean Park sở hữu hệ thống tiện ích cực kỳ đẳng cấp mang Chất Mỹ thời thượng như:- Bể bơi nước mặn Santa Monica sử dụng công nghệ điện phân muối rộng tới 700m đầu tiên và duy nhất tại Vinhomes.- Phòng tập gym.- Kid corner.- Game Room.- Thư viện.- Kế cận quảng trường ga metro, nằm trên trục đường thông ra Lý Thánh Tông, vị trí trung tâm nhất xung quanh là trường học vinschool.- View nội khu: Hướng Tây Nam là tầng bậc nước vô cùng mát mẻ và đẹp mắt, Đông Bắc là sân chơi sắc màu giành cho trẻ em, Beverly garden và tất cả các căn hộ đều view được trường học.---------------------* Bàn giao quý 3/2026.- Bàn giao nội thất cơ bản: Hệ thống bếp, tủ bếp, full sàn gỗ, điều hoà 2 chiều các phòng và vách kính tắm.- Có sảnh chờ, lễ tân, bảo vệ 24/7.- Tầng tiện ích ở tầng 2 trong toà nhà có: Trung tâm chăm sóc sức khoẻ gồm: Phòng tập gym, pilates.Thư viện cho trẻ em phát triển trí tuệ,...Hotline: 0949 989 *** để nhận thông tin quỹ căn chiết khấu 5%.",30.7,1 phòng,1 phòng,1.66,,Đông - Bắc,Tây - Nam,Hợp đồng mua bán,,20.99480628967285 105.94648742675781
"Cần bán gấp căn 3N2VS 80m2, full nội thất cao cấp chỉ 3.1 tỷ Vinhomes Ocean Park","['Dự án Vinhomes Ocean Park Gia Lâm', 'Xã Dương Xá']",Gia Lâm,Hà Nội,"* Thông tin mô tả.- Diện tích: 80m².- Thiết kế: 3 phòng ngủ lớn, phòng khách + phòng bếp rộng, thông thoáng. 2 WC và 2 lô gia.- Căn hộ bàn giao nguyên bản.- Căn hộ nằm vị trí trung tâm.- Giá bán thiện chí: 3.1 tỷ (Chưa gồm thuế phí).- Pháp lý: Sổ đỏ chính chủ lâu dài.* Liên hệ ngay hoặc nhắn tin cho em để được tư vấn: 0984 678 ***Xem nhà 24/7).* Tiện ích nội khu chuẩn quốc tế:+ Được hưởng free toàn bộ tiện ích: Bể bơi bốn mùa, ngoài trời, sân chơi trẻ em, sân thể thao bóng đá, bóng bàn, bóng rổ, cầu lông, tenis,...",80.0,3 phòng,2 phòng,3.1,31.3,,,Sổ đỏ/ Sổ hồng,Đầy đủ,21.0024147033691 105.964111328125
"Bán gấp cắt lỗ 200 triệu căn 2PN1VS, 60m2 full nội thất giá chỉ 2.2 tỷ tại - LH: 0984 678 ***","['Dự án Vinhomes Ocean Park Gia Lâm', 'Xã Dương Xá']",Gia Lâm,Hà Nội,"- Căn hộ 2PN, 1VS cần bán nhanh bán gấp cắt lỗ 200 triệu.- Diện tích: 60m².- 2 phòng ngủ 1 vệ sinh,- Ban công chính hướng mát, tầm nhìn xa.- Giá bán nhanh cắt lỗ 200 triệu là: 2.2 tỷ.* Các tiện ích cư dân được hưởng: Nướng BBQ, bể bơi, sân tennis, sân cầu lông,..., dịch vụ nhà 5 sao, bệnh viện Vinmec, siêu thị Vinmart, gần trường học Vinshool, tiệm salon, nhà thuốc, ăn sáng, cafe ngay nhà.* Khách quan tâm liên hệ em ngay qua SĐT: 0984 678 ***Xem nhà 24/7).",60.0,2 phòng,1 phòng,2.2,31.3,,,Sổ đỏ/ Sổ hồng,Đầy đủ,21.00241470336914 105.964111328125
"Cần bán CHCC Vinhome Gadenia, đường Hàm Nghi, 3 phòng ngủ, toà A3, đồ như ảnh. LH: 0936 325 ***","['Dự án Vinhomes Gardenia', 'Đường Hàm Nghi', 'Thị trấn Cầu Diễn']",Nam Từ Liêm,Hà Nội.,"Căn hộ A3, tầng 26, diện tích 121m², thiết kế 3 phòng ngủ, 2WC.Đã được trang bị, sàn gỗ, điều hòa âm trần, tủ bếp, bếp từ, rèm cửa, thiết bị vệ sinh đầy đủ.Ban công thoáng mát.Căn hộ đang trống khách mua chỉ cần mang đồ đến ở.Nội thất như hình.Giá bán: Thương lượng.Liên hệ xem nhà: 0936 325 ***Em Tuân).",121.0,3 phòng,2 phòng,,27.8,,,Đã có sổ.,"Đã được trang bị, sàn gỗ, điều hòa âm trần, tủ bếp, bếp từ, rèm cửa, thiết bị vệ sinh đầy đủ. Ban công thoáng mát.",21.0365676879883 105.760482788086
"Bán CHCC Vinhomes Skylake, 4 phòng ngủ, diện tích 172m2, tòa S1, đầy đủ nội thất LH: 0936 325 ***","['Dự án Vinhomes Skylake', 'Đường Phạm Hùng', 'Phường Mỹ Đình 1']",Nam Từ Liêm,Hà Nội,"Căn hộ tòa S1, diện tích 172m², thiết kế 4 phòng ngủ, 3WC.Căn hộ đã được trang bị nội thất: Sàn gỗ, sofa, tivi, điều hòa, giường, tủ đồ, bàn ăn nhà bếp, hệ thống tủ bếp, máy gặt, giàn phơi thông minh, rèm cửa...Ban công Tây Bắc hướng cửa Đông Nam, view hồ.Giá bán: Thương lượng.Liên hệ xem nhà: 0936 325 ***Em Tuân).",172.0,4 phòng,3 phòng,,29.3,Tây - Bắc,Đông - Nam,,"Căn hộ đã được trang bị đầy đủ nội thất: Sàn gỗ, điều hòa các phòng, sofa, tivi, tủ lạnh, giường các phòng, tủ đồ, bàn ăn nhà bếp, tủ bếp bếp từ, máy giặt, rèm cửa, giàn phơi thông minh...",21.0201683044434 105.780754089355
4A Huỳnh Thúc Kháng - Nguyễn Chí Thanh 101m2-2PN lâu dài - View Thủ Lệ giá chỉ 8.8 tỷ Hateco Laroma,"['Hateco Laroma', '4A', 'Đường Huỳnh Thúc Kháng', 'Phường Láng Thượng']",Đống Đa,Hà Nội,"Căn hộ sở hữu lâu dài tại trung tâm thủ đô với giá chỉ từ 86 triệu/m² bàn giao cao cấp, tiện ích tiêu chuẩn khách sạn hạng sang rất hiếm. Hateco Laroma 4A Huỳnh Thúc Kháng giao thông thuận tiện, vị trí đắc địa sầm uất với trường đại học lớn, bệnh viện do vậy nhu cầu nhà ở cao cấp rất cao.Để đáp ứng nhu cầu khách hàng, phòng kinh doanh xin gửi chính sách bán hàng ưu đãi nhất trong tháng như sau:1. Quà tặng tân gia 115 triệu cho 20 khách hàng đầu tiên.2. Chiết khấu 5% khi khách hàng thanh toán 95% giá trị căn hộ trong 10 ngày: Giá trị từ 390 triệu trở lên.3. Tặng 02 năm phí dịch vụ.4. Hỗ trợ vay Bank 65% với lãi suất 0% trong 12 tháng.4. Cam kết 1 chỗ để ô tô cho mỗi căn hộ (290 chỗ để ô tô thông minh / 281 căn hộ).Để tham quan trực tiếp dự án và xem căn hộ - Xin Quý Khách vui lòng liên hệ theo số Hotline: 0949 989 ***.* Chủ đầu tư: Công ty cổ phần đầu tư hạ tầng và công trình kiến trúc Hà Nội (Hateco. JSC).- Đơn vị thiết kế: Finenco Architects (Italia).- Đơn vị thi công: Hòa Bình Corporations.- Đơn vị quản lý: CBRE Mỹ.- Vị trí: Lô 4A, P. Láng Thượng, Q. Đống Đa, Hà Nội.- Diện tích lô đất: 3.153m. Diện tích xây dựng: 1.787m.- Số căn hộ: Tổng 281 căn.- Sổ đỏ sở hữu lâu dài.* Quy mô dự án.+ 30 tầng nổi (6 tầng TMDV, 24 tầng căn hộ), 4 tầng hầm.+ Hầm B1: Hầm rượu & Nhà hàng Á - Âu.+ Hầm B2: Xe máy.+ Hầm B3 & B4: Xe oto (khoảng 290 chỗ đậu).+ Tầng 1 - 2: TTTM thang cuốn.+ Tầng 3 - 4: Văn phòng, 02 thang máy riêng.+ Tầng 5 - 6: Dịch vụ tiện ích: Gym, Spa Vip, Phòng sinh hoạt cộng đồng; bể bơi 4 mùa 300m; nhà hàng.+ Tầng 7 - 30: Căn hộ chung cư cao cấp. (281 căn hộ).----------Hateco Laroma Huỳnh Thúc Kháng là tổ hợp khu văn phòng dịch vụ, trung tâm thương mại và khối căn hộ cao cấp được thiết kế với phong cách thiết kế hiện đại của châu Âu sang trọng được xây dựng trên khu đất có diện tích hơn 2.262m².Nội thất bàn giao:* Bàn giao nội thất nhập khẩu cao cấp mang phong cách Hoàng Gia (Đức): Cửa chống cháy, khoá cửa thông minh (Hafele), điều hoà âm trần MULTI (phun khí tươi), Tủ bếp trên dưới, bếp từ, hút mùi (Hafele), Tủ âm tường, TB vệ sinh (Duravit, Bravat), TB đèn, Hệ thống báo cháy từng địa điểm..* Tiện ích nội khu đẳng cấp 5 Sao: Nhà trẻ, bể bơi 4 mùa 800m, TTTM, gym, spa, đỗ xe thông minh, nhà hàng Á Âu, hầm rượu.. Là nơi thư giãn sau những giờ làm việc vất, rèn luyện thể lực các hoạt động thể thao, vui chơi mua sắm từ các thương hiệu đẳng cấp.* Tiện ích ngoại khu: Hưởng lợi tối đa hạ tầng giao thông, xã hội phát triển đồng bộ và hiện đại bậc nhất thủ đô với hệ thống tiện ích có sẵn như trường đại học (Ngoại Thương, Ngoại Giao, Luật), toà án, chợ dân sinh, BV nhi, BV phụ sản, Vincom, Rạp chiếu phim, công.Để trải nghiệm căn hộ và tiện ích dự án, nghiên cứu căn đẹp, giá tốt - Xin quý khách liên hệ theo số Hotline: 0949 989 *** các ngày trong tuần.",101.0,2 phòng,2 phòng,8.8,14.0,Bắc,Đông,Sổ đỏ/ Sổ hồng,,21.0204162597656 105.807243347168
Cần bán căn 3 ngủ 114m2 tòa Zen chung cư Feliz Home hoàng mai. Có hỗ trợ vay ngân hàng. Giá đầu tư,"['Dự án Feliz Homes', 'Phường Hoàng Văn Thụ']",Hoàng Mai,Hà Nội,"Cần bán căn hộ 3 phòng ngủ 114m tòa Zen chung cư Feliz Home Hoàng Mai. Nhà mới bàn giao Trần thạch cao, điều hòa âm trần, thiết bị VS cao cấp, sàn gỗ...- Căn hộ tầng siêu đẹp.- Nhận nhà Quý 3.- Giá bán: 5.9 tỷ có thương lượng.Lh: 0968 713 ***",114.0,3 phòng,2 phòng,5.9,40.8,,,,,20.98483657836914 105.85985565185547
Chính chủ chuyển nhượng lại căn 2PN giá tốt. Nhận nhà ngay tháng 9/2024,"['Dự án Khai Sơn City', 'Phường Ngọc Thụy']",Long Biên,Hà Nội,"Chính chủ hiện tại mình đang có các căn chuyển nhượng căn hộ 2PN Khai Sơn City.Căn 2PN view hồ: 77,51m². Được hỗ trợ vay 12 tháng. 4,5 tỷ.Căn hộ 2 PN 89,53m giá bán 4,4 tỷ.Xem thêm quỹ căn bán lại các tầng đẹp tại: https://chungcusaidong.net/tin-thi-truong/chung-cu-khai-son-city/",77.51,2 phòng,,4.5,28.5,,,,,21.0522689819336 105.884811401367
"Bán căn hộ đẹp tại tòa Thanh Xuân Building, 35 Lê Văn Thiêm, 73.5m2, 2PN, 2VS 4.8 tỷ TL","['Thanh Xuân Building 35', 'Phố Lê Văn Thiêm', 'Phường Thanh Xuân Trung']",Thanh Xuân,Hà Nội,"Căn hộ cần bán tại tòa chung cư Thanh Xuân Building số 35 Lê Văn Thiêm:- Diện tích: 73.5m².- Thiết kế: 2Pn, 2VS.- Tầng thấp, view thoáng mát.+ Thanh Xuân Building là tòa chung cư sở hữu vị trí đắc địa, lõi của quần thể dự án BT, LK, căn hộ tại 35 Lê Văn Thiêm. Có không gian thoáng đãng, không khí trong lành, đường xá sạch sẽ.+ Từ căn hộ bán kính 1km đầy đủ các Trường học c1 đến cấp 3, từ trường quốc tế tới trường công, khu dân trí cao, khu văn phòng, công ty đông đúc và sầm uất nhất Thanh Xuân.Giá bán: 4.8 tỷ rẻ nhất phân khúc trong khu vực (Có TL).Sổ đỏ sẵn sàng giao dịch.Liên hệ ngay e Đức để được tư vấn và xem căn hộ Miễn Phí: 0941 666 ***",73.5,2 phòng,2 phòng,4.8,11.5,,,Sổ đỏ/ Sổ hồng,Đầy đủ,20.9988561937626 105.804289830689
